,box,angry,disgust,fear,happy,sad,surprise,neutral
194,"[688, 274, 209, 264]",0.06,0.0,0.07,0.51,0.13,0.01,0.22
195,"[689, 274, 207, 267]",0.05,0.0,0.08,0.49,0.12,0.02,0.24
196,"[686, 276, 210, 267]",0.08,0.0,0.09,0.41,0.16,0.01,0.24
197,"[688, 279, 205, 263]",0.05,0.0,0.06,0.5,0.15,0.01,0.23
198,"[685, 274, 209, 266]",0.05,0.0,0.06,0.56,0.11,0.01,0.21
199,"[685, 275, 210, 265]",0.06,0.0,0.09,0.47,0.14,0.01,0.23
200,"[688, 273, 210, 264]",0.07,0.0,0.07,0.49,0.11,0.02,0.24
201,"[686, 272, 213, 271]",0.05,0.0,0.08,0.43,0.13,0.02,0.29
202,"[688, 274, 209, 266]",0.07,0.0,0.13,0.3,0.21,0.02,0.26
203,"[691, 276, 206, 262]",0.07,0.0,0.13,0.36,0.22,0.01,0.21
204,"[691, 274, 207, 262]",0.05,0.0,0.1,0.39,0.19,0.01,0.25
205,"[691, 275, 204, 259]",0.08,0.0,0.15,0.34,0.19,0.02,0.23
206,"[685, 271, 212, 270]",0.04,0.0,0.08,0.52,0.13,0.01,0.2
207,"[680, 273, 210, 265]",0.06,0.0,0.07,0.46,0.2,0.01,0.2
208,"[678, 276, 207, 260]",0.04,0.0,0.07,0.5,0.12,0.01,0.26
209,"[676, 274, 210, 268]",0.05,0.0,0.05,0.56,0.13,0.01,0.2
210,"[670, 272, 201, 259]",0.06,0.0,0.08,0.53,0.14,0.01,0.18
211,"[667, 272, 203, 262]",0.05,0.0,0.12,0.41,0.15,0.02,0.26
212,"[666, 269, 205, 265]",0.06,0.0,0.16,0.28,0.26,0.01,0.23
213,"[668, 274, 201, 257]",0.04,0.0,0.08,0.5,0.12,0.01,0.25
214,"[663, 272, 208, 264]",0.04,0.0,0.04,0.66,0.08,0.01,0.17
215,"[665, 273, 205, 261]",0.08,0.0,0.09,0.49,0.1,0.02,0.22
216,"[664, 271, 208, 265]",0.04,0.0,0.05,0.63,0.09,0.01,0.18
217,"[664, 271, 204, 259]",0.04,0.0,0.06,0.59,0.13,0.01,0.17
218,"[656, 266, 215, 271]",0.06,0.0,0.08,0.53,0.16,0.01,0.16
219,"[660, 270, 209, 264]",0.06,0.0,0.08,0.48,0.15,0.01,0.22
220,"[660, 270, 207, 263]",0.03,0.0,0.05,0.59,0.13,0.01,0.19
221,"[650, 265, 213, 272]",0.04,0.0,0.11,0.39,0.15,0.01,0.3
222,"[643, 270, 208, 262]",0.03,0.0,0.04,0.62,0.12,0.01,0.17
223,"[1208, 226, 19, 27]",0.16,0.0,0.12,0.04,0.34,0.18,0.15
224,"[635, 271, 211, 268]",0.07,0.0,0.07,0.58,0.13,0.01,0.14
225,"[635, 271, 212, 269]",0.03,0.0,0.05,0.61,0.09,0.01,0.21
226,"[635, 268, 211, 269]",0.06,0.0,0.09,0.48,0.13,0.01,0.23
227,"[637, 271, 210, 270]",0.06,0.0,0.08,0.43,0.14,0.02,0.27
228,"[638, 273, 210, 266]",0.05,0.0,0.08,0.4,0.18,0.02,0.26
229,"[1214, 172, 26, 36]",0.23,0.0,0.09,0.17,0.26,0.1,0.14
230,"[636, 268, 213, 272]",0.09,0.0,0.14,0.29,0.2,0.02,0.26
231,"[635, 271, 211, 269]",0.11,0.0,0.11,0.33,0.2,0.02,0.23
232,"[637, 271, 210, 269]",0.08,0.0,0.11,0.27,0.2,0.02,0.31
233,"[633, 270, 214, 272]",0.11,0.0,0.08,0.47,0.12,0.01,0.2
234,"[656, 270, 202, 255]",0.05,0.0,0.03,0.65,0.1,0.01,0.15
235,"[628, 264, 210, 268]",0.04,0.0,0.05,0.66,0.09,0.01,0.14
236,"[628, 266, 208, 260]",0.05,0.0,0.04,0.67,0.11,0.01,0.13
237,"[655, 275, 204, 260]",0.06,0.0,0.08,0.55,0.14,0.01,0.16
238,"[656, 275, 203, 260]",0.09,0.0,0.09,0.52,0.15,0.01,0.12
239,"[651, 273, 204, 263]",0.05,0.0,0.05,0.62,0.14,0.01,0.14
240,"[630, 281, 212, 271]",0.07,0.0,0.08,0.53,0.14,0.01,0.17
241,"[640, 282, 206, 272]",0.06,0.0,0.1,0.43,0.19,0.02,0.2
242,"[641, 288, 207, 263]",0.08,0.0,0.06,0.52,0.15,0.01,0.18
243,"[646, 278, 212, 276]",0.08,0.0,0.06,0.54,0.15,0.01,0.15
244,"[687, 286, 203, 256]",0.07,0.0,0.05,0.54,0.18,0.01,0.14
245,"[691, 291, 217, 268]",0.06,0.0,0.05,0.58,0.18,0.01,0.11
246,"[690, 304, 209, 256]",0.05,0.0,0.05,0.48,0.21,0.01,0.2
247,"[663, 276, 203, 258]",0.02,0.0,0.03,0.7,0.08,0.01,0.16
248,"[659, 275, 201, 259]",0.04,0.0,0.05,0.53,0.15,0.01,0.22
249,"[651, 273, 205, 270]",0.02,0.0,0.03,0.66,0.11,0.01,0.16
250,"[652, 279, 205, 267]",0.03,0.0,0.06,0.52,0.24,0.01,0.14
251,"[652, 277, 207, 270]",0.04,0.0,0.07,0.55,0.19,0.01,0.15
252,"[648, 278, 209, 271]",0.05,0.0,0.07,0.56,0.16,0.01,0.15
253,"[648, 276, 207, 272]",0.05,0.0,0.08,0.52,0.16,0.01,0.18
254,"[650, 283, 205, 263]",0.05,0.0,0.09,0.46,0.23,0.01,0.16
255,"[648, 279, 205, 268]",0.07,0.0,0.08,0.52,0.14,0.01,0.16
256,"[647, 283, 207, 267]",0.05,0.0,0.06,0.48,0.2,0.01,0.2
257,"[648, 279, 209, 270]",0.05,0.0,0.06,0.5,0.18,0.01,0.2
258,"[646, 280, 208, 270]",0.07,0.0,0.07,0.49,0.16,0.01,0.19
259,"[649, 281, 204, 265]",0.03,0.0,0.07,0.42,0.25,0.01,0.22
